ts;tr5;tr6;tr7;tw;twt;deltat
1596804668;22.703;22.5999924;22.229;23.300;1596804668;0
1596804718;22.721;22.6000117;22.249;23.700;1596804719;-1
1596804768;22.740;22.6000248;22.267;23.600;1596804769;-1
1596804818;22.757;22.6000314;22.282;23.500;1596804819;-1
1596804868;22.774;22.6000312;22.295;23.600;1596804869;-1
1596804918;22.788;22.6000237;22.303;23.400;1596804919;-1
1596804968;22.801;22.6000086;22.307;23.700;1596805000;-32
1596805018;22.811;22.5999858;22.308;23.500;1596805019;-1
1596805068;22.817;22.5999596;22.307;23.700;1596805069;-1
1596805118;22.820;22.5999379;22.304;23.700;1596805119;-1
1596805168;22.818;22.5999286;22.301;23.700;1596805169;-1
1596805218;22.811;22.5999398;22.299;23.700;1596805219;-1
1596805268;22.798;22.5999792;22.298;23.500;1596805269;-1
1596805318;22.779;22.6000531;22.298;23.700;1596805319;-1
1596805368;22.757;22.6001457;22.298;23.600;1596805369;-1
1596805418;22.735;22.6002269;22.299;23.500;1596805419;-1
1596805469;22.716;22.6002666;22.300;23.800;1596805469;0
1596805519;22.704;22.6002347;22.300;23.900;1596805519;0
1596805569;22.700;22.6001010;22.300;23.900;1596805569;0
1596805619;22.707;22.5998395;22.301;23.800;1596805619;0
1596805669;22.723;22.5995001;22.300;23.700;1596805669;0
1596805719;22.743;22.5991988;22.300;23.600;1596805719;0
1596805769;22.766;22.5990540;22.300;23.500;1596805769;0
1596805819;22.786;22.5991840;22.300;23.300;1596805819;0
1596805869;22.802;22.5997071;22.300;23.300;1596805869;0
1596805919;22.811;22.6007159;22.300;23.300;1596805919;0
1596805969;22.814;22.6019903;22.300;23.400;1596805969;0
1596806019;22.812;22.6031026;22.300;23.400;1596806019;0
1596806069;22.808;22.6036210;22.300;23.400;1596806069;0
1596806119;22.804;22.6031141;22.300;23.400;1596806119;0
1596806169;22.799;22.6011501;22.300;23.300;1596806169;0
1596806219;22.797;22.5973872;22.300;23.300;1596806219;0
1596806269;22.796;22.5926374;22.300;23.200;1596806270;-1
1596806319;22.797;22.5885139;22.300;23.300;1596806320;-1
1596806369;22.798;22.5866462;22.300;23.100;1596806370;-1
1596806419;22.799;22.5886637;22.300;23.300;1596806420;-1
1596806469;22.800;22.5961958;22.300;23.300;1596806470;-1
1596806519;22.801;22.6106133;22.300;23.200;1596806520;-1
1596806569;22.801;22.6304478;22.300;23.300;1596806570;-1
1596806619;22.801;22.6524769;22.300;23.200;1596806620;-1
1596806669;22.801;22.6734523;22.300;23.100;1596806670;-1
1596806719;22.800;22.6901256;22.300;23.000;1596806720;-1
1596806769;22.800;22.6992484;22.300;23.200;1596806770;-1
1596806819;22.800;22.6977379;22.300;23.200;1596806820;-1
1596806869;22.800;22.6858775;22.300;23.200;1596806870;-1
1596806919;22.800;22.6670912;22.300;23.200;1596806920;-1
1596806969;22.800;22.6449231;22.300;23.100;1596806970;-1
1596807019;22.800;22.6229171;22.300;23.000;1596807020;-1
1596807070;22.800;22.6046173;22.300;23.100;1596807070;0
1596807120;22.800;22.5932844;22.300;23.100;1596807120;0
1596807170;22.800;22.5889316;22.300;22.900;1596807170;0
1596807220;22.800;22.5894972;22.300;23.000;1596807252;-32
1596807270;22.800;22.5928856;22.300;23.000;1596807270;0
1596807320;22.800;22.5970015;22.300;23.100;1596807320;0
1596807370;22.800;22.5997494;22.300;23.100;1596807370;0
1596807420;22.800;22.5992293;22.300;23.200;1596807438;-18
1596807470;22.800;22.5959205;22.300;23.200;1596807470;0
1596807520;22.800;22.5918895;22.300;23.200;1596807520;0
1596807570;22.800;22.5892316;22.300;23.200;1596807570;0
1596807620;22.800;22.5900421;22.300;23.100;1596807620;0
1596807670;22.800;22.5964165;22.300;23.000;1596807670;0
1596807720;22.800;22.6101615;22.300;23.000;1596807720;0
1596807770;22.800;22.6298636;22.300;23.100;1596807770;0
1596807820;22.800;22.6520926;22.300;23.000;1596807820;0
1596807870;22.800;22.6733875;22.300;23.000;1596807871;-1
1596807920;22.800;22.6902872;22.300;23.000;1596807921;-1
1596807970;22.800;22.6993308;22.300;23.100;1596807971;-1
1596808020;22.800;22.6974186;22.300;23.000;1596808021;-1
1596808070;22.800;22.6854312;22.300;23.000;1596808071;-1
1596808120;22.800;22.6667165;22.300;22.700;1596808121;-1
1596808170;22.800;22.6446593;22.300;22.800;1596808171;-1
1596808220;22.800;22.6226442;22.300;22.900;1596808221;-1
1596808270;22.800;22.6040559;22.300;23.200;1596808271;-1
1596808320;22.800;22.5919622;22.300;23.200;1596808321;-1
1596808370;22.800;22.5864335;22.300;23.000;1596808371;-1
1596808420;22.800;22.5858894;22.300;23.200;1596808421;-1
1596808470;22.800;22.5887324;22.300;23.200;1596808471;-1
1596808520;22.800;22.5933649;22.300;23.200;1596808521;-1
1596808570;22.800;22.5981893;22.300;23.100;1596808571;-1
1596808620;22.800;22.6016650;22.300;23.200;1596808621;-1
1596808671;22.800;22.6032990;22.300;23.200;1596808671;0
1596808721;22.800;22.6035198;22.300;23.100;1596808721;0
1596808771;22.800;22.6027874;22.300;23.100;1596808771;0
1596808821;22.800;22.6015618;22.300;23.200;1596808821;0
1596808871;22.800;22.6003028;22.300;23.100;1596808871;0
1596808921;22.800;22.5994357;22.300;23.000;1596808924;-3
1596808971;22.801;22.5990419;22.300;23.000;1596808971;0
1596809021;22.801;22.5990074;22.300;22.900;1596809021;0
1596809071;22.801;22.5992157;22.300;23.100;1596809071;0
1596809121;22.801;22.5995504;22.300;23.100;1596809121;0
1596809171;22.800;22.5998951;22.300;22.900;1596809171;0
1596809221;22.799;22.6001395;22.300;23.100;1596809221;0
1596809271;22.797;22.6002555;22.300;23.000;1596809271;0
1596809321;22.797;22.6002721;22.300;23.100;1596809321;0
1596809371;22.796;22.6002192;22.300;23.000;1596809371;0
1596809421;22.798;22.6001271;22.300;22.800;1596809421;0
1596809471;22.801;22.6000259;22.300;23.000;1596809472;-1
1596809521;22.805;22.5999437;22.300;23.100;1596809522;-1
1596809571;22.810;22.5998907;22.300;23.000;1596809593;-22
1596809621;22.813;22.5998671;22.300;23.000;1596809622;-1
1596809671;22.813;22.5998728;22.300;23.000;1596809672;-1
1596809721;22.808;22.5999077;22.300;23.100;1596809722;-1
1596809771;22.797;22.5999719;22.300;23.000;1596809772;-1
1596809821;22.779;22.6000639;22.300;23.000;1596809822;-1
1596809871;22.758;22.6001651;22.300;23.000;1596809872;-1
1596809921;22.736;22.6002461;22.300;22.900;1596809981;-60
1596809971;22.717;22.6002773;22.300;22.900;1596809981;-10
1596810021;22.704;22.6002288;22.300;22.900;1596810022;-1
1596810071;22.700;22.6000710;22.300;23.100;1596810072;-1
1596810121;22.708;22.5997828;22.300;23.000;1596810122;-1
1596810171;22.723;22.5994300;22.300;22.900;1596810172;-1
1596810221;22.744;22.5991282;22.300;23.000;1596810222;-1
1596810272;22.766;22.5989939;22.300;22.800;1596810272;0
1596810322;22.787;22.5991435;22.300;22.900;1596810322;0
1596810372;22.803;22.5996932;22.300;22.900;1596810372;0
1596810422;22.811;22.6007335;22.300;22.800;1596810422;0
1596810472;22.814;22.6020337;22.300;22.800;1596810472;0
1596810522;22.813;22.6031482;22.300;22.800;1596810522;0
1596810572;22.809;22.6036272;22.300;22.600;1596810572;0
1596810622;22.804;22.6030210;22.300;22.800;1596810622;0
1596810672;22.800;22.6008798;22.300;22.900;1596810672;0
1596810722;22.797;22.5968914;22.300;22.700;1596810722;0
1596810772;22.796;22.5919998;22.300;22.900;1596810772;0
1596810822;22.797;22.5878223;22.300;22.900;1596810822;0
1596810872;22.798;22.5859824;22.300;22.900;1596810872;0
1596810922;22.799;22.5881038;22.300;23.000;1596810922;0
1596810972;22.800;22.5958100;22.300;23.000;1596810972;0
1596811022;22.801;22.6104861;22.300;23.000;1596811022;0
1596811072;22.801;22.6306707;22.300;22.900;1596811073;-1
1596811122;22.801;22.6530292;22.300;22.900;1596811123;-1
1596811172;22.800;22.6741942;22.300;22.900;1596811173;-1
1596811222;22.800;22.6907983;22.300;23.100;1596811223;-1
1596811272;22.800;22.6994741;22.300;23.100;1596811273;-1
1596811322;22.800;22.6973403;22.300;23.100;1596811323;-1
1596811372;22.800;22.6855683;22.300;22.800;1596811373;-1
1596811422;22.801;22.6673424;22.300;23.100;1596811423;-1
1596811472;22.801;22.6458614;22.300;23.100;1596811473;-1
1596811522;22.801;22.6243244;22.300;23.000;1596811523;-1
1596811572;22.800;22.6059303;22.300;23.000;1596811573;-1
1596811622;22.799;22.5937138;22.300;23.000;1596811623;-1
1596811672;22.797;22.5881213;22.300;23.000;1596811673;-1
1596811722;22.796;22.5875369;22.300;22.700;1596811723;-1
1596811772;22.796;22.5902874;22.300;22.800;1596811773;-1
1596811822;22.798;22.5946994;22.300;23.000;1596811823;-1
1596811873;22.801;22.5990997;22.300;22.900;1596811873;0
1596811923;22.806;22.6019678;22.300;23.000;1596811923;0
1596811973;22.811;22.6031085;22.300;22.900;1596811973;0
1596812023;22.814;22.6030084;22.300;23.000;1596812023;0
1596812073;22.814;22.6021594;22.300;22.900;1596812073;0
1596812123;22.809;22.6010536;22.300;23.000;1596812123;0
1596812173;22.797;22.6001830;22.300;22.900;1596812173;0
1596812223;22.778;22.6000128;22.300;22.800;1596812223;0
1596812273;22.755;22.6005242;22.300;22.800;1596812273;0
1596812323;22.732;22.6012784;22.300;22.700;1596812323;0
1596812373;22.713;22.6018227;22.300;22.500;1596812373;0
1596812423;22.701;22.6017043;22.300;22.800;1596812423;0
1596812473;22.701;22.6004705;22.300;22.500;1596812473;0
1596812523;22.713;22.5977982;22.300;22.700;1596812523;0
1596812573;22.734;22.5943924;22.300;22.600;1596812573;0
1596812623;22.758;22.5914479;22.300;22.900;1596812623;0
1596812673;22.780;22.5901626;22.300;22.900;1596812674;-1
1596812723;22.796;22.5917342;22.300;22.800;1596812724;-1
1596812773;22.800;22.5973606;22.300;22.900;1596812774;-1
1596812823;22.790;22.6080777;22.300;22.800;1596812824;-1
1596812873;22.771;22.6232595;22.300;22.700;1596812874;-1
1596812923;22.748;22.6413048;22.300;23.000;1596812924;-1
1596812973;22.725;22.6606001;22.300;22.800;1596812974;-1
1596813023;22.707;22.6795317;22.300;22.700;1596813024;-1
