ts;tr5;tr6;tr7;tw;twt;deltat
1597612430;20.768;20.7000007;20.300;18.400;1597612430;0
1597612498;20.794;20.7000002;20.293;18.500;1597612499;-1
1597612566;20.808;20.6999998;20.270;18.500;1597612567;-1
1597612634;20.811;20.6999997;20.240;18.500;1597612635;-1
1597612702;20.807;20.6999998;20.212;18.500;1597612703;-1
1597612770;20.802;20.6999999;20.194;18.600;1597612771;-1
1597612838;20.800;20.7000000;20.189;18.500;1597612839;-1
1597612906;20.805;20.7000001;20.192;18.500;1597612907;-1
1597612974;20.810;20.7000001;20.197;18.500;1597612975;-1
1597613042;20.811;20.7000000;20.200;18.600;1597613043;-1
1597613110;20.802;20.7000000;20.197;18.500;1597613111;-1
1597613178;20.779;20.7000000;20.192;18.300;1597613179;-1
1597613246;20.749;20.7000000;20.189;18.500;1597613247;-1
1597613314;20.720;20.7000000;20.195;18.500;1597613315;-1
1597613382;20.702;20.7000000;20.213;18.500;1597613383;-1
1597613450;20.704;20.7000000;20.241;18.500;1597613451;-1
1597613518;20.726;20.7000000;20.270;18.500;1597613519;-1
1597613586;20.758;20.7000000;20.293;18.500;1597613587;-1
1597613654;20.786;20.7000000;20.300;18.500;1597613655;-1
1597613722;20.800;20.7000000;20.287;18.500;1597613723;-1
1597613790;20.792;20.7000000;20.261;18.500;1597613791;-1
1597613858;20.767;20.7000000;20.231;18.500;1597613859;-1
1597613926;20.736;20.7000000;20.205;18.500;1597613927;-1
1597613994;20.708;20.7000000;20.190;18.300;1597613995;-1
1597614062;20.692;20.7000000;20.186;18.400;1597614063;-1
1597614130;20.688;20.7000000;20.190;18.500;1597614131;-1
1597614198;20.692;20.7000000;20.196;18.300;1597614199;-1
1597614267;20.698;20.7000000;20.201;18.500;1597614267;0
1597614335;20.700;20.7000000;20.204;18.500;1597614335;0
1597614403;20.696;20.7000000;20.203;18.400;1597614403;0
1597614471;20.690;20.7000000;20.202;18.500;1597614471;0
1597614539;20.689;20.7000000;20.200;18.500;1597614539;0
1597614607;20.696;20.7000000;20.199;18.500;1597614607;0
1597614675;20.718;20.7000000;20.199;18.400;1597614675;0
1597614743;20.748;20.7000000;20.199;18.400;1597614743;0
1597614811;20.778;20.7000000;20.200;18.500;1597614811;0
1597614879;20.797;20.7000000;20.200;18.500;1597614879;0
1597614947;20.798;20.7000000;20.200;18.400;1597614947;0
1597615015;20.777;20.7000000;20.200;18.500;1597615015;0
1597615083;20.746;20.7000000;20.200;18.600;1597615083;0
1597615151;20.717;20.7000000;20.200;18.600;1597615151;0
1597615219;20.700;20.7000000;20.200;18.600;1597615219;0
1597615287;20.705;20.7000000;20.200;18.400;1597615287;0
1597615355;20.727;20.7000000;20.200;18.200;1597615355;0
1597615423;20.758;20.7000000;20.200;18.400;1597615423;0
1597615491;20.789;20.7000000;20.200;18.500;1597615491;0
1597615559;20.812;20.7000000;20.200;18.500;1597615559;0
1597615627;20.825;20.7000000;20.200;18.500;1597615627;0
1597615695;20.826;20.7000000;20.200;18.500;1597615695;0
1597615763;20.817;20.7000000;20.200;18.500;1597615763;0
1597615831;20.796;20.7000000;20.199;18.500;1597615831;0
1597615899;20.766;20.7000000;20.199;18.500;1597615899;0
1597615967;20.735;20.7000000;20.199;18.400;1597615967;0
1597616035;20.710;20.7000000;20.200;18.500;1597616036;-1
1597616103;20.699;20.7000000;20.202;18.500;1597616104;-1
1597616171;20.710;20.7000000;20.203;18.500;1597616172;-1
1597616239;20.737;20.7000000;20.204;18.500;1597616240;-1
1597616307;20.768;20.7000000;20.202;18.400;1597616308;-1
1597616375;20.793;20.7000000;20.197;18.400;1597616376;-1
1597616443;20.800;20.7000000;20.191;18.300;1597616444;-1
1597616511;20.785;20.7000000;20.187;18.400;1597616512;-1
1597616579;20.758;20.7000000;20.189;18.200;1597616580;-1
1597616647;20.727;20.7000000;20.201;18.400;1597616648;-1
1597616715;20.701;20.7000000;20.226;18.300;1597616716;-1
1597616783;20.688;20.7000000;20.256;18.100;1597616784;-1
1597616851;20.686;20.7000000;20.283;18.400;1597616852;-1
1597616919;20.690;20.7000000;20.299;18.400;1597616920;-1
1597616987;20.697;20.7000000;20.295;18.300;1597616988;-1
1597617055;20.702;20.7000000;20.275;18.200;1597617056;-1
1597617123;20.704;20.7000000;20.246;18.300;1597617124;-1
1597617191;20.703;20.7000000;20.217;18.300;1597617192;-1
1597617259;20.701;20.7000000;20.196;18.300;1597617260;-1
1597617327;20.700;20.7000000;20.187;18.300;1597617328;-1
1597617395;20.699;20.7000000;20.188;18.200;1597617396;-1
1597617463;20.699;20.7000000;20.193;17.900;1597617464;-1
